angular_velocity_ground_truth,angular_velocity_odometry,left_wheel_angular_ground_truth,left_wheel_angular_odometry,linear_velocity_ground_truth,linear_velocity_odometry,right_wheel_angular_ground_truth,right_wheel_angular_odometry,time_interval
0.1184592578018496,0.1209672333292678,5.212900495072804,5.209922214429033,0.4878776072892447,0.48800582216463734,5.628824111354855,5.634651611451796,16.050000000000026
0.12049179117792469,0.12491161065573073,5.17875093092542,5.1939268535473815,0.4851252867894,0.4871894513028698,5.601810997727912,5.632505397627503,16.200000000000024
0.12604582334970543,0.12832920097058384,5.267293305303029,5.179805972468127,0.493971637566526,0.48645855127548376,5.7098541961753275,5.630384055875956,16.350000000000023
0.12495837887112683,0.13123012162992478,4.920967567218794,5.1676274109433855,0.46263050491132945,0.4858208262024329,5.359710319699639,5.628390949110678,16.50000000000002
0.1338294816495225,0.13362452300728603,5.398493911110863,5.157441085762715,0.5070095101006022,0.48528237235379557,5.868384091124742,5.626611633210519,16.65000000000002
0.131201296668701,0.13552308320205536,5.190748111139456,5.14927730933661,0.4878971348762058,0.4848476049862197,5.651410441665117,5.6251139125793825,16.80000000000002
0.12981165887303892,0.13693810379136176,5.119338245402812,5.143142491404056,0.4812506841881932,0.48451904462540024,5.575121403223704,5.623947389160394,16.950000000000017
0.1433729939343901,0.13788598329204385,5.10472244909611,5.139008856037335,0.48207795346028365,0.4842967824035031,5.608120961132414,5.6231418640405115,17.100000000000016
0.12827337767516706,0.1315982705662203,5.213228599456016,4.884569457132609,0.4894577676237179,0.4604037778913977,5.663610681071047,5.3466256071206715,17.250000000000014
0.14038622679074753,0.1006168985259578,4.773823076156323,3.7312282839908253,0.4518251006870072,0.3517080155262756,5.266734716888281,4.084505394370855,17.400000000000013
0.12179591302564084,0.0865916116625412,3.69121807678771,3.2118291997740878,0.3514533811689452,0.3027461026223494,4.11885706029996,3.5158619696114544,17.55000000000001
0.10780683197516158,0.08536369707778253,2.959735744548885,3.1659077210965068,0.2834096964614752,0.29841915903697525,3.338257510150563,3.465629146391832,17.70000000000001
